student_profile_id,question_text,pre_or_post,transcription_human,transcription_ai,transcription_human_normalized,transcription_ai_normalized,levenshtein_distance,levenshtein_normalized,char_similarity,word_error_rate,exact_match,score_human_total,ai_score_total,score_diff,score_diff_abs,grader_name
30695,It's locked. I can open it.,pre,Its laww I can opan it,It's locked i can open it,its laww i can opan it,its locked i can open it,6.0,0.25,0.75,0.3333333333333333,False,9.0,8,-1.0,1.0,anum
28390,Come on. We can do it together.,pre,Come on We can do it together,Come on we can do it together,come on we can do it together,come on we can do it together,0.0,0.0,1.0,0.0,True,14.0,11,-3.0,3.0,rehma
28390,It's locked. I can open it.,pre,Its locked i can awpen it,It's locked i can open it,its locked i can awpen it,its locked i can open it,2.0,0.08,0.92,0.16666666666666666,False,11.0,12,1.0,1.0,semal
28390,Come on. We can do it together.,post,Come on we can do it together,Come on we can do it together,come on we can do it together,come on we can do it together,0.0,0.0,1.0,0.0,True,14.0,14,0.0,0.0,salman
31206,Come on. We can do it together.,pre,Come on We can do it to gaather,Come on we can do it together,come on we can do it to gaather,come on we can do it together,3.0,0.0967741935483871,0.9032258064516129,0.25,False,13.0,10,-3.0,3.0,rehma
31206,It's locked. I can open it.,pre,It's locked I can open it,It's locked i can open it,its locked i can open it,its locked i can open it,0.0,0.0,1.0,0.0,True,12.0,12,0.0,0.0,salman
31206,This is Zara. She loves to draw. This is Faiz. He loves to build things.,pre,This is Zara She loves to draw This is Faiz He loves to build things,This is zara she loves to draw this is faiz he loves to build things,this is zara she loves to draw this is faiz he loves to build things,this is zara she loves to draw this is faiz he loves to build things,0.0,0.0,1.0,0.0,True,26.0,16,-10.0,10.0,salman
31206,This is Zara. She loves to draw. This is Faiz. He loves to build things.,post,This is Zara She loves to draw This is Faiz He loves to bulid things,This is zara she loves to draw this is faiz she loves to build things,this is zara she loves to draw this is faiz he loves to bulid things,this is zara she loves to draw this is faiz she loves to build things,3.0,0.043478260869565216,0.9565217391304348,0.13333333333333333,False,29.0,16,-13.0,13.0,salman
30665,It's locked. I can open it.,pre,It's lock I can open it,It's locked locked i can open it i can open it,its lock i can open it,its locked locked i can open it i can open it,23.0,0.5111111111111111,0.48888888888888893,1.0,False,11.0,9,-2.0,2.0,salman
30665,This is Zara. She loves to draw. This is Faiz. He loves to build things.,pre,This is Zara She loves to draw This is Faiz He loves to build thing,This is zara she loves he loves to draw this is faiz this is faiz he loves to build things,this is zara she loves to draw this is faiz he loves to build thing,this is zara she loves he loves to draw this is faiz this is faiz he loves to build things,23.0,0.25555555555555554,0.7444444444444445,0.4,False,23.0,17,-6.0,6.0,salman
30665,Come on. We can do it together.,post,Come on We can do it together,Come on we can do it together,come on we can do it together,come on we can do it together,0.0,0.0,1.0,0.0,True,14.0,10,-4.0,4.0,rehma
28402,Come on. We can do it together.,pre,Come on We can do it toogather,Come on do it together,come on we can do it toogather,come on do it together,9.0,0.3,0.7,0.42857142857142855,False,13.0,6,-7.0,7.0,anum
28402,This is Zara. She loves to draw. This is Faiz. He loves to build things.,pre,This is Zara She loves to drawwwiee This is Faizan He loved to baidling,This is zara she loves to draw he loves to build things,this is zara she loves to drawwwiee this is faizan he loved to baidling,this is zara she loves to draw he loves to build things,27.0,0.38028169014084506,0.619718309859155,0.5,False,22.0,14,-8.0,8.0,anum
28402,Come on. We can do it together.,post,Come on We can do it to,Come on we can do it,come on we can do it to,come on we can do it,3.0,0.13043478260869565,0.8695652173913043,0.14285714285714285,False,12.0,8,-4.0,4.0,ali
28402,It's locked. I can open it.,post,It's lock I can open,It's locked i can open,its lock i can open,its locked i can open,2.0,0.09523809523809523,0.9047619047619048,0.2,False,8.0,6,-2.0,2.0,ali
28402,This is Zara. She loves to draw. This is Faiz. He loves to build things.,post,This is Zara She loves to draw This is Faizan He love to building things,This is zara she loves to draw this is faiz he loves to,this is zara she loves to draw this is faizan he love to building things,this is zara she loves to draw this is faiz he loves to,19.0,0.2638888888888889,0.7361111111111112,0.26666666666666666,False,26.0,14,-12.0,12.0,salman
28450,Come on. We can do it together.,post,Come on We can do it together,Come on we can do it together,come on we can do it together,come on we can do it together,0.0,0.0,1.0,0.0,True,14.0,14,0.0,0.0,ali
28450,This is Zara. She loves to draw. This is Faiz. He loves to build things.,post,This is Zara She loves to draw This is Faiz He loves to build things,This is zara she loves to draw this is faiz he loves to build things,this is zara she loves to draw this is faiz he loves to build things,this is zara she loves to draw this is faiz he loves to build things,0.0,0.0,1.0,0.0,True,30.0,22,-8.0,8.0,salman
28475,This is Zara. She loves to draw. This is Faiz. He loves to build things.,pre,This his is Zara She loves to  This is Faiz He loves to build things,This is zara she loves to draw is loves he loves to build things,this his is zara she loves to this is faiz he loves to build things,this is zara she loves to draw is loves he loves to build things,13.0,0.19402985074626866,0.8059701492537313,0.2,False,28.0,16,-12.0,12.0,salman
28475,Come on. We can do it together.,post,Come on We can do it toogether,Come on we can do it together,come on we can do it toogether,come on we can do it together,1.0,0.03333333333333333,0.9666666666666667,0.14285714285714285,False,13.0,14,1.0,1.0,anum
28475,It's locked. I can open it.,post,locked I can opened it,It's locked i can open it it,locked i can opened it,its locked i can open it it,7.0,0.25925925925925924,0.7407407407407407,0.6,False,8.0,11,3.0,3.0,ali
28475,This is Zara. She loves to draw. This is Faiz. He loves to build things.,post,This is Zara She love to draw This is Faiz He love to build things,This is zara she loves to draw this is faiz he loves to build things,this is zara she love to draw this is faiz he love to build things,this is zara she loves to draw this is faiz he loves to build things,2.0,0.029411764705882353,0.9705882352941176,0.13333333333333333,False,28.0,17,-11.0,11.0,salman
30581,This is Zara. She loves to draw. This is Faiz. He loves to build things.,pre,This is Zara She loves to draw This is Faiz He loves to build things,This is zara she loves to draw this is faiz he loves to build things,this is zara she loves to draw this is faiz he loves to build things,this is zara she loves to draw this is faiz he loves to build things,0.0,0.0,1.0,0.0,True,30.0,21,-9.0,9.0,anum
30581,Come on. We can do it together.,post,Come on we can do it together,Come on we can do it together,come on we can do it together,come on we can do it together,0.0,0.0,1.0,0.0,True,14.0,12,-2.0,2.0,semal
30581,This is Zara. She loves to draw. This is Faiz. He loves to build things.,post,This is Zara She loves to draw This is Faiz He loves to build things,This is zara she loves to draw this is faiz he loves to build things,this is zara she loves to draw this is faiz he loves to build things,this is zara she loves to draw this is faiz he loves to build things,0.0,0.0,1.0,0.0,True,30.0,16,-14.0,14.0,salman
30575,Come on. We can do it together.,pre,We can do it together,Can we can do it together together,we can do it together,can we can do it together together,13.0,0.38235294117647056,0.6176470588235294,0.4,False,9.0,8,-1.0,1.0,ali
30575,This is Zara. She loves to draw. This is Faiz. He loves to build things.,pre,This is Zara She loves to draw This is Faiz He love to build things,This is this is zara she loves to draw draw this is faiz he loves to build things,this is zara she loves to draw this is faiz he love to build things,this is this is zara she loves to draw draw this is faiz he loves to build things,14.0,0.1728395061728395,0.8271604938271605,0.26666666666666666,False,29.0,21,-8.0,8.0,salman
30575,Come on. We can do it together.,post,Come own we can do it to gather,Come on we can do it together,come own we can do it to gather,come on we can do it together,3.0,0.0967741935483871,0.9032258064516129,0.375,False,12.0,10,-2.0,2.0,semal
30575,It's locked. I can open it.,post,It's lock I can open it,It's locked i can open it,its lock i can open it,its locked i can open it,2.0,0.08333333333333333,0.9166666666666666,0.16666666666666666,False,11.0,11,0.0,0.0,salman
28363,Come on. We can do it together.,pre,Come on We can do it  together,Come on we can do it together,come on we can do it together,come on we can do it together,0.0,0.0,1.0,0.0,True,14.0,11,-3.0,3.0,anum
28363,It's locked. I can open it.,pre,It's lock I can open it,It's locked i can open it,its lock i can open it,its locked i can open it,2.0,0.08333333333333333,0.9166666666666666,0.16666666666666666,False,9.0,10,1.0,1.0,ali
28363,This is Zara. She loves to draw. This is Faiz. He loves to build things.,pre,This is Zara She loves to draw This is Faiz He loves to build things,This is zara she loves to draw this is this she he loves things,this is zara she loves to draw this is faiz he loves to build things,this is zara she loves to draw this is this she he loves things,15.0,0.22058823529411764,0.7794117647058824,0.26666666666666666,False,30.0,14,-16.0,16.0,salman
28363,It's locked. I can open it.,post,It is locked I can open it,It's locked i can open it,it is locked i can open it,its locked i can open it,2.0,0.07692307692307693,0.9230769230769231,0.2857142857142857,False,12.0,11,-1.0,1.0,salman
30684,Come on. We can do it together.,pre,Come on We can do it toogether,Come on we can do it together,come on we can do it toogether,come on we can do it together,1.0,0.03333333333333333,0.9666666666666667,0.14285714285714285,False,13.0,14,1.0,1.0,anum
30684,It's locked. I can open it.,post,It's lock I can open it,It's locked i can open it,its lock i can open it,its locked i can open it,2.0,0.08333333333333333,0.9166666666666666,0.16666666666666666,False,10.0,11,1.0,1.0,ali
30684,This is Zara. She loves to draw. This is Faiz. He loves to build things.,post,This is Zara She loves to draw This is Faiz He loves to build things,This is zara she loves to draw this is faiz he loves to build things,this is zara she loves to draw this is faiz he loves to build things,this is zara she loves to draw this is faiz he loves to build things,0.0,0.0,1.0,0.0,True,29.0,18,-11.0,11.0,salman
30941,It's locked. I can open it.,pre,It's lock I open it,It's locked i open it,its lock i open it,its locked i open it,2.0,0.1,0.9,0.2,False,9.0,8,-1.0,1.0,salman
30941,Come on. We can do it together.,post,Come on We can do eet ate ogotock,Come on we can do it it,come on we can do eet ate ogotock,come on we can do it it,12.0,0.36363636363636365,0.6363636363636364,0.375,False,11.0,8,-3.0,3.0,anum
30941,This is Zara. She loves to draw. This is Faiz. He loves to build things.,post,This is Zara She love to a This is  He love to bill thin,Is she loves is is this this is he loves loves,this is zara she love to a this is he love to bill thin,is she loves is is this this is he loves loves,31.0,0.5636363636363636,0.4363636363636364,0.7142857142857143,False,19.0,7,-12.0,12.0,salman
30569,Come on. We can do it together.,pre,come on we can do it together,On we can do it together,come on we can do it together,on we can do it together,5.0,0.1724137931034483,0.8275862068965517,0.14285714285714285,False,13.0,10,-3.0,3.0,salman
30569,This is Zara. She loves to draw. This is Faiz. He loves to build things.,pre,This is Zara She loves to draw This is Faiz He loves to build things,This is zara he she loves to draw this is faiz he loves to build things,this is zara she loves to draw this is faiz he loves to build things,this is zara he she loves to draw this is faiz he loves to build things,3.0,0.04225352112676056,0.9577464788732395,0.06666666666666667,False,29.0,18,-11.0,11.0,salman
30569,Come on. We can do it together.,post,Come on we can do eat to gather,Come on we can do it together,come on we can do eat to gather,come on we can do it together,4.0,0.12903225806451613,0.8709677419354839,0.375,False,13.0,10,-3.0,3.0,semal
30569,It's locked. I can open it.,post,Its logit i can open,It's locked i can open it,its logit i can open,its locked i can open it,7.0,0.2916666666666667,0.7083333333333333,0.4,False,8.0,11,3.0,3.0,semal
30569,This is Zara. She loves to draw. This is Faiz. He loves to build things.,post,Thees is Zara She loves to draw Thees is Faiz He loves to build things,This is zara she loves to draw this is faiz he loves,thees is zara she loves to draw thees is faiz he loves to build things,this is zara she loves to draw this is faiz he loves,20.0,0.2857142857142857,0.7142857142857143,0.3333333333333333,False,28.0,14,-14.0,14.0,anum
28465,Come on. We can do it together.,pre,Come on we can do it to get,Come on we can do it together,come on we can do it to get,come on we can do it together,4.0,0.13793103448275862,0.8620689655172413,0.25,False,12.0,12,0.0,0.0,semal
28465,This is Zara. She loves to draw. This is Faiz. He loves to build things.,pre,,This is zara he loves loves to draw this is faiz this is faiz he loves to build build things things,,this is zara he loves loves to draw this is faiz this is faiz he loves to build build things things,,,,,False,0.0,19,19.0,19.0,ali
28465,Come on. We can do it together.,post,Come on we can do it together,Come on we can do it together,come on we can do it together,come on we can do it together,0.0,0.0,1.0,0.0,True,14.0,13,-1.0,1.0,semal
28465,This is Zara. She loves to draw. This is Faiz. He loves to build things.,post,This is Zara She loves to draw It is Faiz This is Faiz He love to build things,This is zara she loves to draw is he this is faiz he loves to build things,this is zara she loves to draw it is faiz this is faiz he love to build things,this is zara she loves to draw is he this is faiz he loves to build things,8.0,0.10256410256410256,0.8974358974358975,0.16666666666666666,False,29.0,20,-9.0,9.0,ali
28388,Come on. We can do it together.,post,Come on We cand do eeet toge together,Come on we can do it together together,come on we cand do eeet toge together,come on we can do it together together,8.0,0.21052631578947367,0.7894736842105263,0.375,False,12.0,12,0.0,0.0,anum
28388,This is Zara. She loves to draw. This is Faiz. He loves to build things.,post,This is Zara She loves to draw This is Faiz He loves to build things,This is zara she loves to draw this is faiz he loves to build things,this is zara she loves to draw this is faiz he loves to build things,this is zara she loves to draw this is faiz he loves to build things,0.0,0.0,1.0,0.0,True,29.0,22,-7.0,7.0,salman
28344,Come on. We can do it together.,pre,Come on We can do it together,Come on we can do it together,come on we can do it together,come on we can do it together,0.0,0.0,1.0,0.0,True,14.0,8,-6.0,6.0,ali
28344,Come on. We can do it together.,pre,Come on We can do eet together,Come on we can do it together,come on we can do eet together,come on we can do it together,2.0,0.06666666666666667,0.9333333333333333,0.14285714285714285,False,13.0,8,-5.0,5.0,anum
28344,This is Zara. She loves to draw. This is Faiz. He loves to build things.,pre,This is Zara She loves to draw This is Faiz He loves to build things,This is this is zara she loves to draw this is faiz he loves to build things,this is zara she loves to draw this is faiz he loves to build things,this is this is zara she loves to draw this is faiz he loves to build things,8.0,0.10526315789473684,0.8947368421052632,0.13333333333333333,False,30.0,16,-14.0,14.0,salman
28344,Come on. We can do it together.,post,We can do it to get,We can do it together,we can do it to get,we can do it together,4.0,0.19047619047619047,0.8095238095238095,0.3333333333333333,False,8.0,7,-1.0,1.0,semal
28344,This is Zara. She loves to draw. This is Faiz. He loves to build things.,post,Zara She loves to draa This is Faiz He loves to build things,Zara she loves to draw this is faiz he loves to build things,zara she loves to draa this is faiz he loves to build things,zara she loves to draw this is faiz he loves to build things,1.0,0.016666666666666666,0.9833333333333333,0.07692307692307693,False,25.0,17,-8.0,8.0,anum
30633,This is Zara. She loves to draw. This is Faiz. He loves to build things.,pre,This is Zara She loves to draw This is building build things,This this is zara she loves to draw this is faiz he loves to draw build things build things,this is zara she loves to draw this is building build things,this this is zara she loves to draw this is faiz he loves to draw build things build things,31.0,0.34065934065934067,0.6593406593406593,0.6666666666666666,False,19.0,19,0.0,0.0,salman
30633,It's locked. I can open it.,post,It's lock I can open it,It's locked i can open it,its lock i can open it,its locked i can open it,2.0,0.08333333333333333,0.9166666666666666,0.16666666666666666,False,10.0,11,1.0,1.0,ali
30589,Come on. We can do it together.,pre,Come on We can do it together,Come on we can do it together,come on we can do it together,come on we can do it together,0.0,0.0,1.0,0.0,True,14.0,10,-4.0,4.0,ali
30589,It's locked. I can open it.,pre,It's locked I can open it,It's locked i can open it,its locked i can open it,its locked i can open it,0.0,0.0,1.0,0.0,True,11.0,9,-2.0,2.0,ali
30589,This is Zara. She loves to draw. This is Faiz. He loves to build things.,post,This is Zara She loves to draw This is Faiz He loves to build things,This is zara she loves to draw this is faiz he loves to build things,this is zara she loves to draw this is faiz he loves to build things,this is zara she loves to draw this is faiz he loves to build things,0.0,0.0,1.0,0.0,True,30.0,20,-10.0,10.0,salman
30840,This is Zara. She loves to draw. This is Faiz. He loves to build things.,post,This is Zara She love to draw This is Faiz He love to build things,This is zara she loves to draw this is this she loves to build things,this is zara she love to draw this is faiz he love to build things,this is zara she loves to draw this is this she loves to build things,6.0,0.08695652173913043,0.9130434782608696,0.26666666666666666,False,28.0,12,-16.0,16.0,salman
30840,Come on. We can do it together.,post,Come on we can do it together,Come on we can do it together,come on we can do it together,come on we can do it together,0.0,0.0,1.0,0.0,True,14.0,13,-1.0,1.0,salman
28518,Come on. We can do it together.,pre,Come on we can do it together,Come on we can do it together,come on we can do it together,come on we can do it together,0.0,0.0,1.0,0.0,True,14.0,9,-5.0,5.0,salman
28518,This is Zara. She loves to draw. This is Faiz. He loves to build things.,pre,This is Zara She loves draw This is Faiz He loves to build things,This is zara she loves draw this this is faiz he loves to build things,this is zara she loves draw this is faiz he loves to build things,this is zara she loves draw this this is faiz he loves to build things,5.0,0.07142857142857142,0.9285714285714286,0.07142857142857142,False,28.0,10,-18.0,18.0,salman
28518,Come on. We can do it together.,post,Come on we can two do it together,Come on we can do do it together,come on we can two do it together,come on we can do do it together,2.0,0.06060606060606061,0.9393939393939394,0.125,False,14.0,9,-5.0,5.0,semal
28518,It's locked. I can open it.,post,Is locked I can aupen it,It's locked i can open it,is locked i can aupen it,its locked i can open it,3.0,0.125,0.875,0.3333333333333333,False,11.0,11,0.0,0.0,anum
28485,It's locked. I can open it.,pre,It is,It it,it is,it it,1.0,0.2,0.8,0.5,False,0.0,2,2.0,2.0,anum
28485,This is Zara. She loves to draw. This is Faiz. He loves to build things.,pre,This is Zara She loves to draw This is Raza He loves to buid things,This is zara she loves to draw draw this is zara she loves to build things,this is zara she loves to draw this is raza he loves to buid things,this is zara she loves to draw draw this is zara she loves to build things,9.0,0.12162162162162163,0.8783783783783784,0.26666666666666666,False,28.0,16,-12.0,12.0,salman
28485,It's locked. I can open it.,post,It's lock I can open it,It's locked i can open it,its lock i can open it,its locked i can open it,2.0,0.08333333333333333,0.9166666666666666,0.16666666666666666,False,10.0,10,0.0,0.0,ali
30485,Come on. We can do it together.,pre,Come on we cant to eat do gather,Come on we can do it together,come on we cant to eat do gather,come on we can do it together,7.0,0.21875,0.78125,0.625,False,8.0,12,4.0,4.0,semal
30485,This is Zara. She loves to draw. This is Faiz. He loves to build things.,pre,This is Zara She loves to draw This is Faiz He loves to build things,This is zara she loves to loves this is faiz zara he loves to build things,this is zara she loves to draw this is faiz he loves to build things,this is zara she loves to loves this is faiz zara he loves to build things,10.0,0.13513513513513514,0.8648648648648649,0.13333333333333333,False,25.0,18,-7.0,7.0,salman
28509,Come on. We can do it together.,pre,Come on We can do it to gather,Come on we do do it together,come on we can do it to gather,come on we do do it together,5.0,0.16666666666666666,0.8333333333333334,0.375,False,12.0,8,-4.0,4.0,ali
28509,Come on. We can do it together.,post,Come on We can do it together,Come on we can do it together,come on we can do it together,come on we can do it together,0.0,0.0,1.0,0.0,True,12.0,8,-4.0,4.0,ali
28509,Come on. We can do it together.,post,Come on we can do it together,Come on we can do it together,come on we can do it together,come on we can do it together,0.0,0.0,1.0,0.0,True,14.0,8,-6.0,6.0,salman
28509,This is Zara. She loves to draw. This is Faiz. He loves to build things.,post,This is Zara She loves to draw This is Faiz He loves to building things,Build is zara she loves to draw he loves to build things,this is zara she loves to draw this is faiz he loves to building things,build is zara she loves to draw he loves to build things,20.0,0.28169014084507044,0.7183098591549295,0.3333333333333333,False,24.0,13,-11.0,11.0,salman
28371,Come on. We can do it together.,pre,Come on Come on on come on on we can do it gather,Do come on come on on come on on we can do it together,come on come on on come on on we can do it gather,do come on come on on come on on we can do it together,6.0,0.1111111111111111,0.8888888888888888,0.15384615384615385,False,13.0,9,-4.0,4.0,ali
28371,Come on. We can do it together.,pre,Come on Come on on Come on on we can do it gather,Do come on come on on come on on we can do it together,come on come on on come on on we can do it gather,do come on come on on come on on we can do it together,6.0,0.1111111111111111,0.8888888888888888,0.15384615384615385,False,12.0,9,-3.0,3.0,semal
28371,This is Zara. She loves to draw. This is Faiz. He loves to build things.,pre,This is She loves to,She this is zara she loves to to draw,this is she loves to,she this is zara she loves to to draw,17.0,0.4594594594594595,0.5405405405405406,0.8,False,10.0,10,0.0,0.0,salman
28371,This is Zara. She loves to draw. This is Faiz. He loves to build things.,post,This is Zara She loves to draw,This is is zara she loves to draw,this is zara she loves to draw,this is is zara she loves to draw,3.0,0.09090909090909091,0.9090909090909091,0.14285714285714285,False,14.0,9,-5.0,5.0,ali
28371,It's locked. I can open it.,post,Its loo kid eye can topen i eat,It's it i can it open open i it it,its loo kid eye can topen i eat,its it i can it open open i it it,18.0,0.5454545454545454,0.4545454545454546,1.0,False,7.0,7,0.0,0.0,semal
28399,Come on. We can do it together.,pre,,,,,,,,,False,0.0,0,0.0,0.0,salman
28399,It's locked. I can open it.,pre,Its lock i can open,It's locked i can open it,its lock i can open,its locked i can open it,5.0,0.20833333333333334,0.7916666666666666,0.4,False,8.0,11,3.0,3.0,semal
28399,Come on. We can do it together.,post,Come on We can do it together,Come on we can do it together,come on we can do it together,come on we can do it together,0.0,0.0,1.0,0.0,True,14.0,14,0.0,0.0,ali
28399,This is Zara. She loves to draw. This is Faiz. He loves to build things.,post,Zara She loves to draw This is Faiz He loves to build things,Zara she loves to draw this is faiz he loves to build build,zara she loves to draw this is faiz he loves to build things,zara she loves to draw this is faiz he loves to build build,5.0,0.08333333333333333,0.9166666666666666,0.07692307692307693,False,26.0,19,-7.0,7.0,ali
28443,Come on. We can do it together.,pre,Come on we can do it together,Come on we can do it together,come on we can do it together,come on we can do it together,0.0,0.0,1.0,0.0,True,14.0,14,0.0,0.0,semal
28443,It's locked. I can open it.,post,Its locked i can open it,It's locked i can open it,its locked i can open it,its locked i can open it,0.0,0.0,1.0,0.0,True,12.0,12,0.0,0.0,semal
28443,This is Zara. She loves to draw. This is Faiz. He loves to build things.,post,I am good,Faiz,i am good,faiz,8.0,0.8888888888888888,0.11111111111111116,1.0,False,0.0,1,1.0,1.0,ali
30476,Come on. We can do it together.,pre,Come own we can do it to gather,Come on we can do it together,come own we can do it to gather,come on we can do it together,3.0,0.0967741935483871,0.9032258064516129,0.375,False,12.0,11,-1.0,1.0,semal
30476,It's locked. I can open it.,pre,It's locked I can open it,It's locked i can open it,its locked i can open it,its locked i can open it,0.0,0.0,1.0,0.0,True,11.0,11,0.0,0.0,ali
30476,This is Zara. She loves to draw. This is Faiz. He loves to build things.,post,This is Zara She loves to draw This is Faiz He loves to builds things,This is zara she loves to draw this is faiz he loves things,this is zara she loves to draw this is faiz he loves to builds things,this is zara she loves to draw this is faiz he loves things,10.0,0.14492753623188406,0.855072463768116,0.13333333333333333,False,29.0,17,-12.0,12.0,ali
28468,Come on. We can do it together.,pre,Come on we can't gather,Come on we can together,come on we cant gather,come on we can together,3.0,0.13043478260869565,0.8695652173913043,0.4,False,7.0,6,-1.0,1.0,semal
28468,It's locked. I can open it.,pre,Is lock I aapen enn aann,It's locked i open it,is lock i aapen enn aann,its locked i open it,13.0,0.5416666666666666,0.45833333333333337,0.8333333333333334,False,5.0,9,4.0,4.0,anum
28468,Come on. We can do it together.,post,Come on we can do it together,Come on we can do it together,come on we can do it together,come on we can do it together,0.0,0.0,1.0,0.0,True,14.0,14,0.0,0.0,salman
28468,This is Zara. She loves to draw. This is Faiz. He loves to build things.,post,is Zara She loves to draw This is Faiz He loves to build things,Is zara she loves to draw this is faiz he loves to build things,is zara she loves to draw this is faiz he loves to build things,is zara she loves to draw this is faiz he loves to build things,0.0,0.0,1.0,0.0,True,28.0,21,-7.0,7.0,ali
28387,It's locked. I can open it.,pre,It's locked I can open it,It's locked i can open it,its locked i can open it,its locked i can open it,0.0,0.0,1.0,0.0,True,12.0,11,-1.0,1.0,ali
28387,This is Zara. She loves to draw. This is Faiz. He loves to build things.,pre,This is Zara She loves to draw This is Faiz He loves to build things,This is zara she loves to this is faiz he loves,this is zara she loves to draw this is faiz he loves to build things,this is zara she loves to this is faiz he loves,21.0,0.3088235294117647,0.6911764705882353,0.26666666666666666,False,28.0,11,-17.0,17.0,ali
28387,This is Zara. She loves to draw. This is Faiz. He loves to build things.,pre,This eva Zara She lovesa to draaa This is Faaiz He loves to buld things,This is zara she loves to this is faiz he loves,this eva zara she lovesa to draaa this is faaiz he loves to buld things,this is zara she loves to this is faiz he loves,26.0,0.36619718309859156,0.6338028169014085,0.4666666666666667,False,26.0,11,-15.0,15.0,anum
28387,It's locked. I can open it.,post,It's locked I can open it,It's locked i can open it,its locked i can open it,its locked i can open it,0.0,0.0,1.0,0.0,True,12.0,12,0.0,0.0,ali
28438,It's locked. I can open it.,pre,It's locked I can open it,It's locked i can open it,its locked i can open it,its locked i can open it,0.0,0.0,1.0,0.0,True,12.0,10,-2.0,2.0,anum
28438,This is Zara. She loves to draw. This is Faiz. He loves to build things.,pre,This is Zara She loves to draw This is Faiz He loves to build things,This is zara she loves to draw this is faiz he loves to build things,this is zara she loves to draw this is faiz he loves to build things,this is zara she loves to draw this is faiz he loves to build things,0.0,0.0,1.0,0.0,True,30.0,22,-8.0,8.0,ali
28438,This is Zara. She loves to draw. This is Faiz. He loves to build things.,post,This is Zara She loves to draw This is Faiz He loves to build things,This is zara she loves to draw this is faiz he loves to build things,this is zara she loves to draw this is faiz he loves to build things,this is zara she loves to draw this is faiz he loves to build things,0.0,0.0,1.0,0.0,True,30.0,20,-10.0,10.0,anum
28471,Come on. We can do it together.,pre,Come on We can do it toogether,Come on we can do it together,come on we can do it toogether,come on we can do it together,1.0,0.03333333333333333,0.9666666666666667,0.14285714285714285,False,13.0,14,1.0,1.0,anum
28471,This is Zara. She loves to draw. This is Faiz. He loves to build things.,pre,This is Zara She loves to draw This is Faiz He loves to build thing,This is zara she loves to draw this is faiz he loves to build things,this is zara she loves to draw this is faiz he loves to build thing,this is zara she loves to draw this is faiz he loves to build things,1.0,0.014705882352941176,0.9852941176470589,0.06666666666666667,False,29.0,20,-9.0,9.0,ali
28471,This is Zara. She loves to draw. This is Faiz. He loves to build things.,post,This is Zara She love to draw This is Faaiz He love to build things,This is zara she loves to draw this is faiz he loves to build things,this is zara she love to draw this is faaiz he love to build things,this is zara she loves to draw this is faiz he loves to build things,3.0,0.04411764705882353,0.9558823529411765,0.2,False,27.0,21,-6.0,6.0,anum
31293,Come on. We can do it together.,pre,Auuduii can do it together,Come on we can do it together,auuduii can do it together,come on we can do it together,10.0,0.3448275862068966,0.6551724137931034,0.6,False,8.0,10,2.0,2.0,anum
31293,Come on. We can do it together.,post,Come on we can do it together,Come on we can do it together,come on we can do it together,come on we can do it together,0.0,0.0,1.0,0.0,True,14.0,9,-5.0,5.0,semal
31293,This is Zara. She loves to draw. This is Faiz. He loves to build things.,post,This is Zara She love to draw This is Faiz He love to builds things,This is zara she loves to draw this is faiz he loves to build things,this is zara she love to draw this is faiz he love to builds things,this is zara she loves to draw this is faiz he loves to build things,3.0,0.04411764705882353,0.9558823529411765,0.2,False,25.0,18,-7.0,7.0,ali
28398,Come on. We can do it together.,pre,come on we can do it together,Come on we can do it together,come on we can do it together,come on we can do it together,0.0,0.0,1.0,0.0,True,14.0,14,0.0,0.0,salman
28398,This is Zara. She loves to draw. This is Faiz. He loves to build things.,pre,"This, This is Sarah She loves to draw",This zara this is zara she loves to draw,this this is sarah she loves to draw,this zara this is zara she loves to draw,7.0,0.175,0.825,0.25,False,12.0,13,1.0,1.0,ali
28398,Come on. We can do it together.,post,Come on We can do it together,Come on we can do it together,come on we can do it together,come on we can do it together,0.0,0.0,1.0,0.0,True,14.0,14,0.0,0.0,anum
30472,Come on. We can do it together.,pre,come on we can do it,Come on we can do it,come on we can do it,come on we can do it,0.0,0.0,1.0,0.0,True,11.0,9,-2.0,2.0,salman
30472,It's locked. I can open it.,pre,Its its looked i can pick it,It's locked i can it,its its looked i can pick it,its locked i can it,10.0,0.35714285714285715,0.6428571428571428,0.42857142857142855,False,9.0,9,0.0,0.0,semal
30472,This is Zara. She loves to draw. This is Faiz. He loves to build things.,post,This is Zara She loves to draw This is Faiz He loves to build things,This is zara she loves to draw this is faiz he loves to build things,this is zara she loves to draw this is faiz he loves to build things,this is zara she loves to draw this is faiz he loves to build things,0.0,0.0,1.0,0.0,True,30.0,22,-8.0,8.0,ali
28352,Come on. We can do it together.,pre,Come on We can do it together,Come on we can do it together,come on we can do it together,come on we can do it together,0.0,0.0,1.0,0.0,True,13.0,13,0.0,0.0,ali
28352,It's locked. I can open it.,pre,It its laad i can open it,It it's locked i can open it,it its laad i can open it,it its locked i can open it,4.0,0.14814814814814814,0.8518518518518519,0.14285714285714285,False,10.0,11,1.0,1.0,semal
28352,It's locked. I can open it.,post,Its lot i can open it,It's locked i can open it,its lot i can open it,its locked i can open it,4.0,0.16666666666666666,0.8333333333333334,0.16666666666666666,False,10.0,11,1.0,1.0,semal
