audio_file_name,reference,current_transcription,priority,n_substitutions,n_deletions,n_insertions,substitution_details
grade1_profile28485_q3_LP_20251122_101304.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,This is Zara. She loves to drawi- draw. This is Raza. She loves to buld things.,REVIEW,3,0,1,faiz→raza (REVIEW) | he→she (PHONETIC) | build→buld (PHONETIC)
grade1_profile28364_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Come on we can do eat to gather,REVIEW,2,0,1,it→to (REVIEW) | together→gather (PHONETIC)
grade1_profile28349_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Come on. We can do eat two gether.,REVIEW,2,0,1,it→two (REVIEW) | together→gether (PHONETIC)
grade1_profile28466_q3_LP_20251122_101304.mp3,This is Zara. She loves to draw. This is Faiz. He loves to build things.,These is Zara. She loves to draw. This is Faiz. He loves to lid things.,REVIEW,2,0,0,this→these (PHONETIC) | build→lid (REVIEW)
grade1_profile28382_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Come on we can to eat together,REVIEW,2,0,0,do→to (REVIEW) | it→eat (REVIEW)
grade1_profile30482_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Come on we cant do eat together,REVIEW,2,0,0,can→cant (PHONETIC) | it→eat (REVIEW)
grade1_profile28389_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Come on we can do eat to gather,REVIEW,2,0,1,it→to (REVIEW) | together→gather (PHONETIC)
grade1_profile30569_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Come on we can do eat to gather,REVIEW,2,0,1,it→to (REVIEW) | together→gather (PHONETIC)
grade1_profile28352_q2_LP_20251122_100201.mp3,It's locked. I can open it.,It its laad i can open it,REVIEW,2,0,1,it's→its (PHONETIC) | locked→laad (REVIEW)
grade1_profile30626_q2_QK_20251122_100724.mp3,It's locked. I can open it.,Its locked i can open eat,REVIEW,2,0,0,it's→its (PHONETIC) | it→eat (REVIEW)
grade1_profile28352_q2_QK_20251122_100724.mp3,It's locked. I can open it.,Its lot i can open it,REVIEW,2,0,0,it's→its (PHONETIC) | locked→lot (REVIEW)
grade1_profile28470_q2_LP_20251122_100201.mp3,It's locked. I can open it.,Eats lock. I can open it.,REVIEW,2,0,0,it's→eats (REVIEW) | locked→lock (PHONETIC)
grade1_profile31205_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Com on. We can do eat together.,REVIEW,2,0,0,come→com (PHONETIC) | it→eat (REVIEW)
grade1_profile30575_q2_QK_20251122_100724.mp3,It's locked. I can open it.,It's lock. I can open eat.,REVIEW,2,0,0,locked→lock (PHONETIC) | it→eat (REVIEW)
grade1_profile28363_q2_QK_20251122_100724.mp3,It's locked. I can open it.,This is slow. I can open it.,REVIEW,2,0,1,it's→is (PHONETIC) | locked→slow (REVIEW)
grade1_profile28344_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Com on. We can do eat together.,REVIEW,2,0,0,come→com (PHONETIC) | it→eat (REVIEW)
grade1_profile28514_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Come on we can do eat together,REVIEW,1,0,0,it→eat (REVIEW)
grade1_profile31203_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Come on we can do eat together,REVIEW,1,0,0,it→eat (REVIEW)
grade1_profile28514_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Come on. We can do eat together.,REVIEW,1,0,0,it→eat (REVIEW)
grade1_profile28498_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,Come on we can do it to get,REVIEW,1,0,1,together→get (REVIEW)
grade1_profile28344_q1_QK_20251122_095622.mp3,Come on. We can do it  together.,We can do it to get,REVIEW,1,2,1,together→get (REVIEW)
grade1_profile28465_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Come on we can do it to get,REVIEW,1,0,1,together→get (REVIEW)
grade1_profile28363_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Come on. We can to it together.,REVIEW,1,0,0,do→to (REVIEW)
grade1_profile30589_q1_LP_20251122_095026.mp3,Come on. We can do it  together.,Come on. We can do eat together.,REVIEW,1,0,0,it→eat (REVIEW)
